letter,start_position,end_position,blue_motion_type,blue_rotation_direction,blue_turns,blue_start_location,blue_end_location,blue_start_orientation,blue_end_orientation,red_motion_type,red_rotation_direction,red_turns,red_start_location,red_end_location,red_start_orientation,red_end_orientation
T,gamma8,gamma5,anti,ccw,0,n,e,in,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,0,n,e,in,out,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,in,out,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,in,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,in,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,in,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,in,in,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,2,n,e,in,out,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,in,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,2,n,e,in,out,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,in,out,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,3,n,e,in,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,3,n,e,in,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,3,n,e,in,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,3,n,e,in,in,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,3,w,n,in,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,3,w,n,in,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,3,w,n,in,in
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,0,w,n,in,out
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,1,w,n,in,in
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,2,w,n,in,out
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,3,w,n,in,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,0,n,e,out,in,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,1,n,e,out,out,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,2,n,e,out,in,anti,ccw,3,w,n,out,out
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,0,w,n,out,in
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,1,w,n,out,out
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,2,w,n,out,in
T,gamma8,gamma5,anti,ccw,3,n,e,out,out,anti,ccw,3,w,n,out,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,in,out,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,in,in,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,in,out,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,3,n,w,in,in,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,0,w,s,in,out
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,1,w,s,in,in
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,2,w,s,in,out
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,3,w,s,in,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,0,n,w,out,in,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,1,n,w,out,out,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,2,n,w,out,in,anti,cw,3,w,s,out,out
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,0,w,s,out,in
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,1,w,s,out,out
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,2,w,s,out,in
T,gamma8,gamma7,anti,cw,3,n,w,out,out,anti,cw,3,w,s,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,in,in,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,in,out,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,in,in,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,3,w,s,in,out,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,3,w,s,out,in,anti,cw,0,n,w,in,out
U,gamma1,gamma4,pro,ccw,3,w,s,out,in,anti,cw,1,n,w,in,in
U,gamma1,gamma4,pro,ccw,3,w,s,out,in,anti,cw,2,n,w,in,out
U,gamma1,gamma4,pro,ccw,3,w,s,out,in,anti,cw,3,n,w,in,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,0,w,s,out,out,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,1,n,w,out,out
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,2,n,w,out,in
U,gamma1,gamma4,pro,ccw,1,w,s,out,in,anti,cw,3,n,w,out,out
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,0,n,w,out,in
U,gamma1,gamma4,pro,ccw,2,w,s,out,out,anti,cw,1,n,w,out,out
